RUID,CurrentBusStop,DestinationBusStop,Route,Date,Time
137159048,Library of Science,Livingston Student Center,B,03/21/2017,07:03
194027988,Busch Suites,Library of Science,B,03/21/2017,23:44
153169560,Busch Student Center,Busch Student Center,B,03/21/2017,11:38
132512947,Livingston Plaza,Science Building,B,03/21/2017,16:05
126002198,Livingston Student Center,Quads,B,03/21/2017,23:15
155499552,Quads,Busch Suites,B,03/21/2017,08:31
132803702,Werblin Back Entrance,Hill Center,B,03/21/2017,12:49
182164514,Hill Center,Werblin Back Entrance,B,03/21/2017,14:50
196572944,Science Building,Livingston Plaza,B,03/21/2017,18:02
129453112,Library of Science,Livingston Student Center,B,03/21/2017,12:15
147795121,Quads,Werblin Back Entrance,B,03/21/2017,14:35
135654054,Werblin Back Entrance,Livingston Plaza,B,03/21/2017,20:52
182583450,Hill Center,Livingston Student Center,B,03/21/2017,04:59
134025584,Science Building,Library of Science,B,03/21/2017,00:47
124070970,Library of Science,Busch Student Center,B,03/21/2017,18:30
130773277,Busch Suites,Science Building,B,03/21/2017,02:09
198256825,Busch Student Center,Quads,B,03/21/2017,20:25
104439099,Livingston Plaza,Busch Suites,B,03/21/2017,02:47
181632199,Livingston Student Center,Hill Center,B,03/21/2017,13:36
196151726,Quads,Werblin Back Entrance,B,03/21/2017,11:17
154534767,Werblin Back Entrance,Livingston Plaza,B,03/21/2017,00:49
127190404,Hill Center,Livingston Student Center,B,03/21/2017,17:58
188843565,Science Building,Library of Science,B,03/21/2017,11:59
148002307,Library of Science,Busch Student Center,B,03/21/2017,10:49
100726610,Busch Suites,Science Building,B,03/21/2017,21:18
140822243,Busch Student Center,Quads,B,03/21/2017,20:59
136420511,Livingston Plaza,Busch Suites,B,03/21/2017,08:07
150245087,Livingston Student Center,Hill Center,B,03/21/2017,16:17
123201869,Quads,Werblin Back Entrance,B,03/21/2017,15:31
110710199,Werblin Back Entrance,Livingston Plaza,B,03/21/2017,02:48
119919588,Hill Center,Livingston Student Center,B,03/21/2017,07:07
124164559,Science Building,Library of Science,B,03/21/2017,23:29
100915229,Library of Science,Busch Student Center,B,03/21/2017,18:13
115615363,Quads,Science Building,B,03/21/2017,19:45
106257905,Werblin Back Entrance,Quads,B,03/21/2017,23:06
149485488,Hill Center,Busch Suites,B,03/21/2017,04:33
100116842,Science Building,Hill Center,B,03/21/2017,20:14
119938544,Library of Science,Werblin Back Entrance,B,03/21/2017,04:02
136974977,Busch Suites,Livingston Plaza,B,03/21/2017,14:55
137393103,Busch Student Center,Livingston Student Center,B,03/21/2017,01:27
177989317,Livingston Plaza,Library of Science,B,03/21/2017,13:43
135366451,Livingston Student Center,Busch Student Center,B,03/21/2017,16:03
179258951,Quads,Science Building,B,03/21/2017,08:10
150475848,Werblin Back Entrance,Quads,B,03/21/2017,03:08
199671276,Hill Center,Busch Suites,B,03/21/2017,11:00
189437754,Science Building,Hill Center,B,03/21/2017,07:30
123575387,Library of Science,Werblin Back Entrance,B,03/21/2017,23:23
183603674,Busch Suites,Livingston Plaza,B,03/21/2017,06:52
190717972,Busch Student Center,Livingston Student Center,B,03/21/2017,19:34
114917408,Livingston Plaza,Werblin Back Entrance,B,03/21/2017,18:47
170573852,Livingston Student Center,Livingston Plaza,B,03/21/2017,09:02
167201329,Quads,Livingston Student Center,B,03/21/2017,01:15
179853287,Werblin Back Entrance,Library of Science,B,03/21/2017,03:38
101838488,Hill Center,Busch Student Center,B,03/21/2017,14:12
110821963,Science Building,Science Building,B,03/21/2017,21:02
134175297,Library of Science,Quads,B,03/21/2017,00:57
111785779,Quads,Busch Suites,B,03/21/2017,10:21
124512512,Werblin Back Entrance,Hill Center,B,03/21/2017,19:09
132658282,Hill Center,Werblin Back Entrance,B,03/21/2017,09:51
182729759,Science Building,Livingston Plaza,B,03/21/2017,17:43
190292983,Library of Science,Livingston Student Center,B,03/21/2017,11:29
120484908,Busch Suites,Library of Science,B,03/21/2017,03:26
110026369,Busch Student Center,Busch Student Center,B,03/21/2017,06:04
150960069,Livingston Plaza,Science Building,B,03/21/2017,19:15
172453411,Livingston Student Center,Quads,B,03/21/2017,05:25
139156051,Quads,Busch Suites,B,03/21/2017,13:34
155312322,Werblin Back Entrance,Hill Center,B,03/21/2017,10:13
124247169,Hill Center,Werblin Back Entrance,B,03/21/2017,18:27
154560584,Science Building,Livingston Plaza,B,03/21/2017,06:26
128245020,Library of Science,Livingston Student Center,B,03/21/2017,11:49
168635597,Busch Suites,Library of Science,B,03/21/2017,14:02
180832057,Busch Student Center,Busch Student Center,B,03/21/2017,20:40
192968819,Livingston Plaza,Science Building,B,03/21/2017,21:03
170332879,Livingston Student Center,Quads,B,03/21/2017,14:14
110558233,Quads,Busch Suites,B,03/21/2017,07:38
179879601,Werblin Back Entrance,Hill Center,B,03/21/2017,11:36
121969479,Hill Center,Werblin Back Entrance,B,03/21/2017,00:55
122521362,Science Building,Livingston Plaza,B,03/21/2017,06:03
117373179,Library of Science,Livingston Student Center,B,03/21/2017,11:09
160834123,Quads,Library of Science,B,03/21/2017,14:23
199422613,Werblin Back Entrance,Busch Student Center,B,03/21/2017,03:52
116077676,Hill Center,Science Building,B,03/21/2017,00:44
191650471,Science Building,Quads,B,03/21/2017,06:33
161917628,Library of Science,Busch Suites,B,03/21/2017,21:48
135941720,Busch Suites,Hill Center,B,03/21/2017,03:15
179188093,Busch Student Center,Werblin Back Entrance,B,03/21/2017,11:13
102920990,Livingston Plaza,Livingston Plaza,B,03/21/2017,19:59
101449039,Livingston Student Center,Livingston Student Center,B,03/21/2017,05:41
147372943,Quads,Werblin Back Entrance,B,03/21/2017,03:29
189167923,Werblin Back Entrance,Livingston Plaza,B,03/21/2017,05:39
144961631,Hill Center,Livingston Student Center,B,03/21/2017,23:29
183883627,Science Building,Library of Science,B,03/21/2017,08:22
195191424,Library of Science,Busch Student Center,B,03/21/2017,23:39
115851498,Busch Suites,Science Building,B,03/21/2017,09:01
195876744,Busch Student Center,Quads,B,03/21/2017,14:20
196280263,Livingston Plaza,Busch Suites,B,03/21/2017,18:22
113874851,Livingston Student Center,Hill Center,B,03/21/2017,22:08
169989329,Quads,Werblin Back Entrance,B,03/21/2017,00:28
102031283,Werblin Back Entrance,Livingston Plaza,B,03/21/2017,20:08
139302467,Hill Center,Livingston Student Center,B,03/21/2017,07:38
102915664,Science Building,Library of Science,B,03/21/2017,03:01
141817174,Library of Science,Busch Student Center,B,03/21/2017,02:49
110549812,Quads,Science Building,B,03/21/2017,01:27
163701665,Werblin Back Entrance,Quads,B,03/21/2017,19:41
199816423,Hill Center,Busch Suites,B,03/21/2017,08:01
110387662,Science Building,Hill Center,B,03/21/2017,21:07
121968485,Library of Science,Werblin Back Entrance,B,03/21/2017,23:49
197407044,Busch Suites,Livingston Plaza,B,03/21/2017,02:49
156814303,Busch Student Center,Livingston Student Center,B,03/21/2017,13:25
183150961,Livingston Plaza,Library of Science,B,03/21/2017,07:16
176894956,Livingston Student Center,Busch Student Center,B,03/21/2017,16:36
167666825,Quads,Science Building,B,03/21/2017,06:29
184899961,Werblin Back Entrance,Quads,B,03/21/2017,09:53
181863244,Quads,,,,22:13
188566087,Werblin Back Entrance,,,,00:09
127987829,Hill Center,,,,13:49
107561335,Science Building,,,,16:08
172532724,Library of Science,,,,22:09
118754083,Busch Suites,,,,09:49
196717792,Busch Student Center,,,,22:50
151603361,Livingston Plaza,,,,09:29
109365396,Livingston Student Center,,,,01:59
181527844,Quads,,,,01:14
161304067,Werblin Back Entrance,,,,04:19
152137765,Hill Center,,,,05:10
199556730,Science Building,,,,16:35
167255518,Library of Science,,,,00:48
126846308,Busch Suites,,,,16:13
139372631,Busch Student Center,,,,18:44
138917318,Livingston Plaza,,,,12:47
185975824,Livingston Student Center,,,,01:09
107607574,Quads,,,,12:13
127980865,Werblin Back Entrance,,,,12:33
102166042,Hill Center,,,,10:27
192665442,Science Building,,,,10:23
129963403,Library of Science,,,,20:02
134378671,Quads,,,,07:08
198477018,Werblin Back Entrance,,,,19:06
189532181,Hill Center,,,,21:23
126084881,Science Building,,,,05:03
164728167,Library of Science,,,,04:26
188199108,Busch Suites,,,,05:22
145806428,Busch Student Center,,,,19:07
197641295,Livingston Plaza,,,,05:18
149919367,Livingston Student Center,,,,09:11
128764441,Quads,,,,10:19
102369036,Werblin Back Entrance,,,,10:40
113003153,Hill Center,,,,08:15
175496734,Science Building,,,,08:57
151351888,Library of Science,,,,05:58
116216308,Busch Suites,,,,08:29
185033280,Busch Student Center,,,,22:43
162394105,Livingston Plaza,,,,02:04
142603011,Livingston Student Center,,,,15:09
157015385,Quads,,,,02:22
141996971,Werblin Back Entrance,,,,15:22
162947252,Hill Center,,,,11:39
170944517,Science Building,,,,11:41
131662323,Library of Science,,,,09:00
117554146,Quads,,,,20:31
128939098,Werblin Back Entrance,,,,15:05
111805236,Hill Center,,,,04:21
169319151,Science Building,,,,17:49
165581477,Library of Science,,,,00:00
117535311,Busch Suites,,,,08:33
135449347,Busch Student Center,,,,05:00
109875429,Livingston Plaza,,,,06:05
114294058,Livingston Student Center,,,,15:20
105662715,Quads,,,,10:29
159329673,Werblin Back Entrance,,,,02:07
116762931,Hill Center,,,,12:06
188598518,Science Building,,,,18:05
191761372,Library of Science,,,,00:31
108133960,Busch Suites,,,,22:31
198514828,Busch Student Center,,,,11:08
149429754,Livingston Plaza,,,,06:31
155233108,Livingston Student Center,,,,13:54
113152620,Quads,,,,13:19
103962320,Werblin Back Entrance,,,,01:51
106596340,Hill Center,,,,16:17
120280565,Science Building,,,,11:38
177729747,Library of Science,,,,03:00
149724519,Quads,,,,03:39
117628139,Werblin Back Entrance,,,,00:09
158176411,Hill Center,,,,15:12
195903415,Science Building,,,,12:03
103478722,Library of Science,,,,00:26
101595247,Busch Suites,,,,00:33
147385245,Busch Student Center,,,,18:58
188682002,Livingston Plaza,,,,10:59
169354924,Livingston Student Center,,,,10:56
158320866,Quads,,,,09:31
116236696,Werblin Back Entrance,,,,08:50
115363330,Hill Center,,,,05:25
158748025,Science Building,,,,19:50
121766139,Library of Science,,,,06:44
172028432,Busch Suites,,,,08:43
113873080,Busch Student Center,,,,07:13
173649915,Livingston Plaza,,,,09:12
160057854,Livingston Student Center,,,,01:12
169129756,Quads,,,,04:47
109601545,Werblin Back Entrance,,,,22:16
157371153,Hill Center,,,,00:53
157974912,Science Building,,,,22:06
190780436,Library of Science,,,,02:34
176149397,Quads,,,,05:39
116973690,Werblin Back Entrance,,,,20:27
160087373,Hill Center,,,,16:30
149666382,Science Building,,,,13:09
177709736,Library of Science,,,,01:46
177195590,Busch Suites,,,,20:18
175783451,Busch Student Center,,,,09:57
128684344,Livingston Plaza,,,,03:59
161685714,Livingston Student Center,,,,07:14
183866399,Quads,,,,22:27
178750295,Werblin Back Entrance,,,,14:01
149616043,Hill Center,,,,04:06
199303159,Science Building,,,,08:38
187475521,Library of Science,,,,16:46
199275161,Busch Suites,,,,17:01
142496879,Busch Student Center,,,,01:50
159518219,Livingston Plaza,,,,01:58
106215028,Livingston Student Center,,,,12:35
172769972,Quads,,,,17:50
184079041,Werblin Back Entrance,,,,08:13
166101671,Hill Center,,,,03:54
190056073,Science Building,,,,03:57
197235539,Library of Science,,,,20:11
114895402,Quads,,,,01:54
106755674,Werblin Back Entrance,,,,07:58
179484509,Hill Center,,,,13:09
119185762,Science Building,,,,19:57
130719923,Library of Science,,,,00:01
125916971,Busch Suites,,,,18:18
134873236,Busch Student Center,,,,14:05
166951791,Livingston Plaza,,,,10:56
150557405,Livingston Student Center,,,,20:46
116651137,Quads,,,,17:03
138436707,Werblin Back Entrance,,,,10:43
154761998,Hill Center,,,,02:17
191642722,Science Building,,,,07:36
191889766,Library of Science,,,,05:51
199606418,Busch Suites,,,,09:52
115145455,Busch Student Center,,,,01:24
147477607,Livingston Plaza,,,,04:30
122726692,Livingston Student Center,,,,05:36
174287128,Quads,,,,06:41
104110699,Werblin Back Entrance,,,,06:15
163410455,Hill Center,,,,13:39
154870960,Science Building,,,,12:37
118728752,Library of Science,,,,18:22
147205660,Quads,,,,11:06
185020642,Werblin Back Entrance,,,,12:23
119487236,Hill Center,,,,11:20
116125449,Science Building,,,,22:11
162330323,Library of Science,,,,11:39
190897900,Busch Suites,,,,07:48
130850315,Busch Student Center,,,,00:58
189947503,Livingston Plaza,,,,20:27
189383753,Livingston Student Center,,,,22:19
194588456,Quads,,,,21:13
166467191,Werblin Back Entrance,,,,13:20
101439157,Hill Center,,,,01:52
103812495,Science Building,,,,18:03
110377786,Library of Science,,,,09:15
143393926,Busch Suites,,,,19:10
135849928,Busch Student Center,,,,22:27
110190393,Livingston Plaza,,,,21:46
164492469,Livingston Student Center,,,,06:44
161112549,Quads,,,,12:19
108795024,Werblin Back Entrance,,,,16:37
182621942,Hill Center,,,,00:02
195548906,Science Building,,,,19:09
182447401,Library of Science,,,,21:10
195681439,Quads,,,,10:09
139925221,Werblin Back Entrance,,,,01:49
124900230,Hill Center,,,,18:31
190955947,Science Building,,,,15:25
125921411,Library of Science,,,,08:16
146835642,Busch Suites,,,,15:02
149061760,Busch Student Center,,,,14:41
175852706,Livingston Plaza,,,,13:15
162680705,Livingston Student Center,,,,21:06
159800395,Quads,,,,17:33
116821744,Werblin Back Entrance,,,,07:37
189329355,Hill Center,,,,10:02
189304931,Science Building,,,,14:51
103798377,Library of Science,,,,02:18
148186344,Busch Suites,,,,13:31
136797583,Busch Student Center,,,,20:42
128418962,Livingston Plaza,,,,23:03
107468590,Livingston Student Center,,,,01:39
121742933,Quads,,,,03:10
198803540,Werblin Back Entrance,,,,03:34
198193761,Hill Center,,,,06:31
165852872,Science Building,,,,12:59
126681108,Library of Science,,,,16:01
105713743,Quads,,,,16:28
132056658,Werblin Back Entrance,,,,08:26
193683464,Hill Center,,,,11:15
150909437,Science Building,,,,20:29
192821200,Library of Science,,,,16:05
177441504,Busch Suites,,,,10:11
177170652,Busch Student Center,,,,21:26
160909633,Livingston Plaza,,,,03:57
125650707,Livingston Student Center,,,,08:32
114553159,Quads,,,,13:30
194076993,Werblin Back Entrance,,,,15:47
133035558,Hill Center,,,,15:47
181998627,Science Building,,,,13:38
133710274,Library of Science,,,,12:21
183098844,Busch Suites,,,,23:42
141438150,Busch Student Center,,,,13:49
102369551,Livingston Plaza,,,,04:22
102295093,Livingston Student Center,,,,00:11
162743039,Quads,,,,10:59
155990458,Werblin Back Entrance,,,,21:40
166114238,Hill Center,,,,21:57
188838270,Science Building,,,,21:48
105503462,Library of Science,,,,11:10
102926271,Quads,,,,03:06
167805256,Werblin Back Entrance,,,,02:19
128710599,Hill Center,,,,22:26
152463518,Science Building,,,,02:21
116915797,Library of Science,,,,04:19
154516266,Busch Suites,,,,14:15
129321454,Busch Student Center,,,,19:08
134129006,Livingston Plaza,,,,01:45
138795785,Livingston Student Center,,,,15:59
192194424,Quads,,,,17:30
136780225,Werblin Back Entrance,,,,02:29
154403748,Hill Center,,,,02:07
122425807,Science Building,,,,06:47
139046057,Library of Science,,,,15:46
177449615,Busch Suites,,,,16:03
113380059,Busch Student Center,,,,05:22
132362843,Livingston Plaza,,,,22:45
196599588,Livingston Student Center,,,,19:21
161236454,Quads,,,,01:58
177215601,Werblin Back Entrance,,,,20:23
117629717,Hill Center,,,,01:49
115542546,Science Building,,,,10:08
192044358,Library of Science,,,,23:31
147809084,Quads,,,,07:15
156339514,Werblin Back Entrance,,,,01:42
136061933,Hill Center,,,,09:04
117269162,Science Building,,,,19:30
100108341,Library of Science,,,,23:06
103384564,Busch Suites,,,,16:34
137554580,Busch Student Center,,,,08:06
181667817,Livingston Plaza,,,,10:59
162846269,Livingston Student Center,,,,14:23
146445376,Quads,,,,15:09
152494629,Werblin Back Entrance,,,,16:00
129065344,Hill Center,,,,20:06
199813524,Science Building,,,,19:42
126680295,Library of Science,,,,01:19
143897356,Busch Suites,,,,13:17
107603549,Busch Student Center,,,,15:16
126450694,Livingston Plaza,,,,01:03
115243470,Livingston Student Center,,,,11:42
196745147,Quads,,,,07:17
151731377,Werblin Back Entrance,,,,18:11
160691868,Hill Center,,,,00:37
118524339,Science Building,,,,06:42
178106992,Library of Science,,,,21:23
107729452,Quads,,,,17:05
119417537,Werblin Back Entrance,,,,00:53
130995841,Hill Center,,,,20:27
150200904,Science Building,,,,01:30
171535926,Library of Science,,,,23:50
107943929,Busch Suites,,,,14:03
100319178,Busch Student Center,,,,12:50
168067005,Livingston Plaza,,,,16:38
183855160,Livingston Student Center,,,,20:43
147378482,Quads,,,,16:30
173814176,Werblin Back Entrance,,,,04:52
177949982,Hill Center,,,,00:41
113363982,Science Building,,,,00:23
194370122,Library of Science,,,,10:22
137991113,Busch Suites,,,,04:05
102192216,Busch Student Center,,,,00:04
111197680,Livingston Plaza,,,,23:46
138932648,Livingston Student Center,,,,13:52
102863255,Quads,,,,22:03
166900228,Werblin Back Entrance,,,,03:20
124277955,Hill Center,,,,11:04
153274739,Science Building,,,,22:04
195024195,Library of Science,,,,21:23
193225365,Quads,,,,04:26
189313449,Werblin Back Entrance,,,,22:33
189174677,Hill Center,,,,01:12
129579216,Science Building,,,,03:38
112959208,Library of Science,,,,00:26
109209159,Busch Suites,,,,09:11
195186925,Busch Student Center,,,,06:47
104533817,Livingston Plaza,,,,00:19
163066428,Livingston Student Center,,,,08:18
186699476,Quads,,,,19:38
124737692,Werblin Back Entrance,,,,14:14
191791909,Hill Center,,,,11:58
133992464,Science Building,,,,20:10
104275016,Library of Science,,,,04:04
178936147,Busch Suites,,,,13:37
156114085,Busch Student Center,,,,21:39
114630849,Livingston Plaza,,,,09:35
164267159,Livingston Student Center,,,,16:55
130298153,Quads,,,,12:37
131898110,Werblin Back Entrance,,,,14:00
104273868,Hill Center,,,,09:08
109159083,Science Building,,,,11:27
140492346,Library of Science,,,,12:25
166132928,Quads,,,,20:10
124413632,Werblin Back Entrance,,,,01:58
125565830,Hill Center,,,,16:48
196678543,Science Building,,,,05:51
142675284,Library of Science,,,,02:27
131237508,Busch Suites,,,,11:13
105255749,Busch Student Center,,,,01:24
107432005,Livingston Plaza,,,,17:42
161658747,Livingston Student Center,,,,23:51
192235825,Quads,,,,03:45
173915331,Werblin Back Entrance,,,,21:11
182803117,Hill Center,,,,19:22
166554790,Science Building,,,,05:20
134992772,Library of Science,,,,16:58
183976070,Busch Suites,,,,19:45
115630029,Busch Student Center,,,,23:10
118153749,Livingston Plaza,,,,16:54
190938673,Livingston Student Center,,,,02:01
179799754,Quads,,,,09:02
115636214,Werblin Back Entrance,,,,10:59
138218641,Hill Center,,,,16:28
110016356,Science Building,,,,17:28
134707574,Library of Science,,,,10:23
128700042,Quads,,,,23:01
149143916,Werblin Back Entrance,,,,09:23
149759087,Hill Center,,,,16:53
159927539,Science Building,,,,08:01
139872720,Library of Science,,,,09:46
173650667,Busch Suites,,,,12:58
180511098,Busch Student Center,,,,23:58
155162615,Livingston Plaza,,,,23:34
149947741,Livingston Student Center,,,,10:17
156437962,Quads,,,,01:36
195602737,Werblin Back Entrance,,,,09:43
167123229,Hill Center,,,,23:40
106697262,Science Building,,,,21:19
155383583,Library of Science,,,,16:44
159951974,Busch Suites,,,,01:33
135071539,Busch Student Center,,,,02:37
175168120,Livingston Plaza,,,,23:44
190429812,Livingston Student Center,,,,18:27
113801360,Quads,,,,19:45
154446377,Werblin Back Entrance,,,,14:13
190839177,Hill Center,,,,11:23
100606330,Science Building,,,,20:16
153994686,Library of Science,,,,18:22
169466385,Quads,,,,03:37
161848323,Werblin Back Entrance,,,,16:12
169749072,Hill Center,,,,07:41
184103522,Science Building,,,,02:44
144321643,Library of Science,,,,12:10
155271185,Busch Suites,,,,21:16
175752189,Busch Student Center,,,,08:07
142363909,Livingston Plaza,,,,07:26
133079429,Livingston Student Center,,,,13:33
179429615,Quads,,,,13:44
121062013,Werblin Back Entrance,,,,05:32
133558245,Hill Center,,,,03:00
193032977,Science Building,,,,10:57
151332783,Library of Science,,,,19:50
146604035,Busch Suites,,,,21:36
117984373,Busch Student Center,,,,05:13
143481628,Livingston Plaza,,,,01:41
183226401,Livingston Student Center,,,,09:01
155545651,Quads,,,,13:32
129024834,Werblin Back Entrance,,,,18:19
145152852,Hill Center,,,,16:59
123506331,Science Building,,,,15:48
110772260,Library of Science,,,,21:30
130572504,Quads,,,,15:02
151997647,Werblin Back Entrance,,,,23:08
176411526,Hill Center,,,,00:14
127938913,Science Building,,,,20:19
149877941,Library of Science,,,,14:58
118053674,Busch Suites,,,,14:59
106825257,Busch Student Center,,,,13:53
153907587,Livingston Plaza,,,,10:31
119976284,Livingston Student Center,,,,10:39
187578157,Quads,,,,13:01
170427443,Werblin Back Entrance,,,,13:44
106653931,Hill Center,,,,10:23
187037152,Science Building,,,,13:21
172209705,Library of Science,,,,16:46
133303017,Busch Suites,,,,00:26
137941400,Busch Student Center,,,,02:09
193401072,Livingston Plaza,,,,00:40
168511278,Livingston Student Center,,,,15:24
145442113,Quads,,,,01:34
189653728,Werblin Back Entrance,,,,21:44
167352804,Hill Center,,,,12:41
103529847,Science Building,,,,06:49
146262713,Library of Science,,,,04:22
156539569,Quads,,,,12:59
187869132,Werblin Back Entrance,,,,23:45
118011699,Hill Center,,,,09:18
198952000,Science Building,,,,05:37
102574846,Library of Science,,,,09:21
113398383,Busch Suites,,,,09:37
128481437,Busch Student Center,,,,12:31
109311964,Livingston Plaza,,,,01:49
111344812,Livingston Student Center,,,,00:22
156842977,Quads,,,,18:48
189787896,Werblin Back Entrance,,,,02:55
113780037,Hill Center,,,,18:45
137452997,Science Building,,,,17:52
167252723,Library of Science,,,,20:26
130963837,Busch Suites,,,,06:18
108728891,Busch Student Center,,,,00:06
140431179,Livingston Plaza,,,,23:13
129122662,Livingston Student Center,,,,00:28
115689895,Quads,,,,23:34
131441420,Werblin Back Entrance,,,,21:28
156652135,Hill Center,,,,17:51
174869364,Science Building,,,,03:06
184445313,Library of Science,,,,08:33
188328248,Quads,,,,01:58
158009344,Werblin Back Entrance,,,,17:38
144558253,Hill Center,,,,09:44
199471781,Science Building,,,,18:00
136449911,Library of Science,,,,23:43
112306615,Busch Suites,,,,09:04
162679783,Busch Student Center,,,,05:25
183558761,Livingston Plaza,,,,10:39
102741239,Livingston Student Center,,,,11:06
168489031,Quads,,,,04:23
191746404,Werblin Back Entrance,,,,01:17
123089671,Hill Center,,,,02:33
152952208,Science Building,,,,03:14
102988783,Library of Science,,,,12:43
183327123,Busch Suites,,,,02:43
107255712,Busch Student Center,,,,20:14
111635984,Livingston Plaza,,,,08:59
162940721,Livingston Student Center,,,,00:43
109189181,Quads,,,,18:08
159973906,Werblin Back Entrance,,,,04:02
114816467,Hill Center,,,,00:55
187637032,Science Building,,,,16:29
185838814,Library of Science,,,,06:16
154968561,Quads,,,,14:40
116687423,Werblin Back Entrance,,,,06:31
106009095,Hill Center,,,,19:45
171620354,Science Building,,,,10:22
121854833,Library of Science,,,,03:27
128988179,Busch Suites,,,,10:26
191926803,Busch Student Center,,,,02:00
190646037,Livingston Plaza,,,,16:31
194815133,Livingston Student Center,,,,06:12
177850857,Quads,,,,01:57
182356238,Werblin Back Entrance,,,,06:58
156018143,Hill Center,,,,12:07
142104496,Science Building,,,,18:59
139334432,Library of Science,,,,21:54
153795031,Busch Suites,,,,14:52
177327002,Busch Student Center,,,,15:30
145642498,Livingston Plaza,,,,22:17
142280963,Livingston Student Center,,,,00:19
128678438,Quads,,,,01:44
170262516,Werblin Back Entrance,,,,10:06
111016557,Hill Center,,,,02:14
168634250,Science Building,,,,18:50
157844878,Library of Science,,,,20:27
152839084,Quads,,,,22:26
103267170,Werblin Back Entrance,,,,23:25
176674429,Hill Center,,,,12:52
150052836,Science Building,,,,08:53
144627431,Library of Science,,,,14:58
147032923,Busch Suites,,,,07:28
116729067,Busch Student Center,,,,15:46
133123485,Livingston Plaza,,,,13:10
139192906,Livingston Student Center,,,,01:54
153426689,Quads,,,,03:03
133719416,Werblin Back Entrance,,,,10:25
107652255,Hill Center,,,,02:58
170040214,Science Building,,,,00:28
159823561,Library of Science,,,,09:55
175007259,Busch Suites,,,,06:16
100441761,Busch Student Center,,,,10:26
161817748,Livingston Plaza,,,,22:41
145588790,Livingston Student Center,,,,11:04
170924021,Quads,,,,10:57
190210645,Werblin Back Entrance,,,,09:57
100890099,Hill Center,,,,11:08
148726935,Science Building,,,,15:37
114828161,Library of Science,,,,12:58
167013335,Quads,,,,22:30
124703486,Werblin Back Entrance,,,,05:39
170821936,Hill Center,,,,04:02
187986333,Science Building,,,,06:33
173919423,Library of Science,,,,10:31
165625771,Busch Suites,,,,03:37
171624580,Busch Student Center,,,,12:26
108285321,Livingston Plaza,,,,19:36
102272301,Livingston Student Center,,,,09:58
102010500,Quads,,,,08:15
114956186,Werblin Back Entrance,,,,23:12
154379599,Hill Center,,,,08:55
192313296,Science Building,,,,02:07
199302180,Library of Science,,,,21:06
135886617,Busch Suites,,,,14:54
104865474,Busch Student Center,,,,11:57
106788309,Livingston Plaza,,,,04:49
130683419,Livingston Student Center,,,,22:55
124151944,Quads,,,,09:17
146013551,Werblin Back Entrance,,,,10:05
187910346,Hill Center,,,,09:41
154428853,Science Building,,,,17:47
141034975,Library of Science,,,,12:17
161572602,Quads,,,,19:58
166736797,Werblin Back Entrance,,,,09:01
154180830,Hill Center,,,,22:44
122640152,Science Building,,,,03:19
198858656,Library of Science,,,,12:52
101459571,Busch Suites,,,,04:08
110009108,Busch Student Center,,,,11:48
185230013,Livingston Plaza,,,,16:19
183320517,Livingston Student Center,,,,03:35
101987536,Quads,,,,20:04
155961291,Werblin Back Entrance,,,,22:41
179362085,Hill Center,,,,05:03
163332337,Science Building,,,,22:04
175204740,Library of Science,,,,13:43
183711162,Busch Suites,,,,23:18
157606190,Busch Student Center,,,,15:39
138358514,Livingston Plaza,,,,06:06
195990385,Livingston Student Center,,,,11:34
166083682,Quads,,,,19:40
173678434,Werblin Back Entrance,,,,15:22
121350802,Hill Center,,,,15:49
125113943,Science Building,,,,13:14
169714896,Library of Science,,,,05:11
129849786,Quads,,,,12:54
109520512,Werblin Back Entrance,,,,02:02
184778847,Hill Center,,,,05:13
120306616,Science Building,,,,13:45
172384382,Library of Science,,,,09:07
197126335,Busch Suites,,,,17:13
132891557,Busch Student Center,,,,08:55
108784332,Livingston Plaza,,,,21:46
109823685,Livingston Student Center,,,,14:27
167439410,Quads,,,,07:48
123497079,Werblin Back Entrance,,,,01:54
166607002,Hill Center,,,,07:59
163568153,Science Building,,,,09:53
120876268,Library of Science,,,,08:54
139894471,Busch Suites,,,,00:43
187179632,Busch Student Center,,,,17:45
175977528,Livingston Plaza,,,,12:51
162612182,Livingston Student Center,,,,10:21
192283740,Quads,,,,14:06
118559195,Werblin Back Entrance,,,,18:44
109574896,Hill Center,,,,03:46
139691537,Science Building,,,,06:47
182243364,Library of Science,,,,22:04
142054843,Quads,,,,19:57
155621927,Werblin Back Entrance,,,,18:23
187406626,Hill Center,,,,14:38
199748284,Science Building,,,,10:37
191489269,Library of Science,,,,09:51
121532821,Busch Suites,,,,04:38
193947528,Busch Student Center,,,,22:27
176827812,Livingston Plaza,,,,20:07
108667960,Livingston Student Center,,,,07:01
137437162,Quads,,,,01:50
179080695,Werblin Back Entrance,,,,09:18
149486387,Hill Center,,,,05:22
112318808,Science Building,,,,09:28
128100602,Library of Science,,,,18:42
112577592,Busch Suites,,,,15:28
110869741,Busch Student Center,,,,22:39
139490897,Livingston Plaza,,,,15:29
151907810,Livingston Student Center,,,,16:27
183671066,Quads,,,,23:07
138293298,Werblin Back Entrance,,,,07:46
158578761,Hill Center,,,,08:27
165156286,Science Building,,,,22:39
170088954,Library of Science,,,,04:15
112435508,Quads,,,,06:20
132844100,Werblin Back Entrance,,,,23:31
